NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	96	42		
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	116	49		
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	48		Rejected!	
KEGG_CIRCADIAN_RHYTHM_MAMMAL	13		Rejected!	
KEGG_LONG_TERM_POTENTIATION	70	24		
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	126	41		
KEGG_LONG_TERM_DEPRESSION	70	20		
KEGG_OLFACTORY_TRANSDUCTION	389		Rejected!	
KEGG_TASTE_TRANSDUCTION	52		Rejected!	
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	213	96		
KEGG_INSULIN_SIGNALING_PATHWAY	137	59		
KEGG_GNRH_SIGNALING_PATHWAY	101	24		
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	85	22		
KEGG_MELANOGENESIS	101	21		
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	67	24		
KEGG_TYPE_II_DIABETES_MELLITUS	47		Rejected!	
KEGG_TYPE_I_DIABETES_MELLITUS	43		Rejected!	
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	25		Rejected!	
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	42		Rejected!	
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	44	21		
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	23		Rejected!	
KEGG_ALZHEIMERS_DISEASE	166	81		
KEGG_PARKINSONS_DISEASE	130	73		
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	53	20		
KEGG_HUNTINGTONS_DISEASE	182	94		
KEGG_PRION_DISEASES	35	22		
KEGG_VIBRIO_CHOLERAE_INFECTION	54	24		
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	68	32		
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	56	36		
KEGG_LEISHMANIA_INFECTION	72	24		
KEGG_PATHWAYS_IN_CANCER	325	85		
KEGG_COLORECTAL_CANCER	62	19		
KEGG_RENAL_CELL_CARCINOMA	70	23		
KEGG_PANCREATIC_CANCER	70	18		
KEGG_ENDOMETRIAL_CANCER	52	18		
KEGG_GLIOMA	65	17		
KEGG_PROSTATE_CANCER	89	24		
KEGG_THYROID_CANCER	29		Rejected!	
KEGG_BASAL_CELL_CARCINOMA	55		Rejected!	
KEGG_MELANOMA	71		Rejected!	
KEGG_BLADDER_CANCER	42		Rejected!	
KEGG_CHRONIC_MYELOID_LEUKEMIA	73	19		
KEGG_ACUTE_MYELOID_LEUKEMIA	57	18		
KEGG_SMALL_CELL_LUNG_CANCER	84	26		
KEGG_NON_SMALL_CELL_LUNG_CANCER	54	15		
KEGG_ASTHMA	30		Rejected!	
KEGG_AUTOIMMUNE_THYROID_DISEASE	52		Rejected!	
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	139	34		
KEGG_ALLOGRAFT_REJECTION	37		Rejected!	
KEGG_GRAFT_VERSUS_HOST_DISEASE	41		Rejected!	
KEGG_PRIMARY_IMMUNODEFICIENCY	35		Rejected!	
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	83	22		
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	74	26		
KEGG_DILATED_CARDIOMYOPATHY	90	22		
KEGG_VIRAL_MYOCARDITIS	70	27		
PID_FANCONI_PATHWAY	47	15		
PID_SMAD2_3NUCLEAR_PATHWAY	82	17		
PID_FCER1_PATHWAY	60	23		
PID_ENDOTHELIN_PATHWAY	63	22		
PID_BCR_5PATHWAY	63	21		
PID_PRL_SIGNALING_EVENTS_PATHWAY	23		Rejected!	
PID_RHOA_PATHWAY	45	17		
PID_ERBB4_PATHWAY	38		Rejected!	
PID_AURORA_B_PATHWAY	39	18		
PID_LYSOPHOSPHOLIPID_PATHWAY	65	25		
PID_INSULIN_PATHWAY	44	21		
PID_NOTCH_PATHWAY	59		Rejected!	
PID_INTEGRIN1_PATHWAY	66	40		
PID_P73PATHWAY	79	30		
PID_P38_MKK3_6PATHWAY	26		Rejected!	
PID_GMCSF_PATHWAY	36	17		
PID_WNT_NONCANONICAL_PATHWAY	32		Rejected!	
PID_NFKAPPAB_ATYPICAL_PATHWAY	17		Rejected!	
PID_IL4_2PATHWAY	64	17		
PID_HDAC_CLASSII_PATHWAY	34		Rejected!	
PID_BETA_CATENIN_DEG_PATHWAY	18		Rejected!	
PID_HDAC_CLASSIII_PATHWAY	26		Rejected!	
PID_GLYPICAN_1PATHWAY	27		Rejected!	
PID_TCR_PATHWAY	63	20		
PID_IL27_PATHWAY	26		Rejected!	
PID_NFKAPPAB_CANONICAL_PATHWAY	23		Rejected!	
PID_E2F_PATHWAY	73	18		
PID_ER_NONGENOMIC_PATHWAY	40	21		
PID_DNA_PK_PATHWAY	16		Rejected!	
PID_HIF2PATHWAY	34		Rejected!	
PID_CD40_PATHWAY	31		Rejected!	
PID_ATR_PATHWAY	39	15		
PID_INTEGRIN_CS_PATHWAY	26		Rejected!	
PID_MET_PATHWAY	79	40		
PID_PTP1B_PATHWAY	51	21		
PID_INTEGRIN3_PATHWAY	43	25		
PID_IL12_2PATHWAY	62	15		
PID_S1P_S1P3_PATHWAY	29	15		
PID_LPA4_PATHWAY	15		Rejected!	
PID_AR_PATHWAY	61	23		
PID_NFAT_TFPATHWAY	45		Rejected!	
PID_EPHB_FWD_PATHWAY	40	21		
PID_AVB3_OPN_PATHWAY	31		Rejected!	
PID_S1P_S1P4_PATHWAY	14		Rejected!	
PID_FRA_PATHWAY	37		Rejected!	
PID_MYC_ACTIV_PATHWAY	79	42		
PID_ARF6_TRAFFICKING_PATHWAY	49	29		
PID_RHOA_REG_PATHWAY	46	17		
PID_REELIN_PATHWAY	28		Rejected!	
PID_PS1_PATHWAY	46		Rejected!	
PID_ILK_PATHWAY	45	30		
PID_NECTIN_PATHWAY	30	19		
PID_P38_ALPHA_BETA_PATHWAY	30	15		
PID_WNT_SIGNALING_PATHWAY	28		Rejected!	
PID_TRAIL_PATHWAY	28		Rejected!	
PID_CDC42_PATHWAY	70	37		
PID_RET_PATHWAY	39	20		
PID_CDC42_REG_PATHWAY	30	15		
PID_ATM_PATHWAY	34	15		
PID_ARF6_PATHWAY	35		Rejected!	
PID_LKB1_PATHWAY	47	25		
PID_CD8_TCR_PATHWAY	52	16		
PID_WNT_CANONICAL_PATHWAY	20		Rejected!	
PID_TCPTP_PATHWAY	42	18		
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	49	22		
PID_FAS_PATHWAY	38		Rejected!	
PID_CIRCADIAN_PATHWAY	16		Rejected!	
PID_TXA2PATHWAY	56	25		
PID_SHP2_PATHWAY	57	19		
PID_HDAC_CLASSI_PATHWAY	66	22		
PID_S1P_S1P1_PATHWAY	21		Rejected!	
PID_TELOMERASE_PATHWAY	67	29		
PID_HNF3B_PATHWAY	45	22		
PID_NETRIN_PATHWAY	32	18		
PID_IL1_PATHWAY	34		Rejected!	
PID_NFAT_3PATHWAY	53	28		
PID_REG_GR_PATHWAY	82	27		
PID_CONE_PATHWAY	23		Rejected!	
PID_INTEGRIN_A9B1_PATHWAY	25		Rejected!	
PID_ERB_GENOMIC_PATHWAY	15		Rejected!	
PID_ARF6_DOWNSTREAM_PATHWAY	15		Rejected!	
PID_MTOR_4PATHWAY	69	34		
PID_IL2_1PATHWAY	55	23		
PID_CXCR4_PATHWAY	100	51		
PID_IGF1_PATHWAY	29	16		
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	35	22		
PID_TNF_PATHWAY	46		Rejected!	
PID_PLK1_PATHWAY	46	15		
PID_TCR_RAS_PATHWAY	14		Rejected!	
PID_IL5_PATHWAY	14		Rejected!	
PID_FOXO_PATHWAY	49	19		
PID_VEGF_VEGFR_PATHWAY	10		Rejected!	
PID_THROMBIN_PAR4_PATHWAY	15		Rejected!	
PID_MYC_PATHWAY	25		Rejected!	
PID_RANBP2_PATHWAY	11		Rejected!	
PID_PI3KCI_PATHWAY	48	17		
PID_AJDISS_2PATHWAY	48	28		
PID_IL2_PI3K_PATHWAY	34		Rejected!	
PID_CERAMIDE_PATHWAY	44	22		
PID_P53_DOWNSTREAM_PATHWAY	137	37		
PID_AR_TF_PATHWAY	53	15		
PID_P75_NTR_PATHWAY	68	20		
PID_S1P_META_PATHWAY	21		Rejected!	
PID_ECADHERIN_NASCENT_AJ_PATHWAY	39	29		
PID_INTEGRIN4_PATHWAY	11		Rejected!	
PID_AMB2_NEUTROPHILS_PATHWAY	41	20		
PID_AVB3_INTEGRIN_PATHWAY	74	34		
PID_IFNG_PATHWAY	40		Rejected!	
PID_RXR_VDR_PATHWAY	26		Rejected!	
PID_LIS1_PATHWAY	28	17		
PID_ERBB1_DOWNSTREAM_PATHWAY	105	56		
PID_SYNDECAN_4_PATHWAY	32	19		
PID_ATF2_PATHWAY	59		Rejected!	
PID_AP1_PATHWAY	70		Rejected!	
PID_INTEGRIN2_PATHWAY	29		Rejected!	
PID_UPA_UPAR_PATHWAY	42	25		
PID_ERBB2_ERBB3_PATHWAY	44	18		
PID_FOXM1_PATHWAY	40		Rejected!	
PID_EPHA_FWDPATHWAY	34		Rejected!	
PID_HIF1A_PATHWAY	19		Rejected!	
PID_BMP_PATHWAY	42		Rejected!	
PID_IL3_PATHWAY	26		Rejected!	
PID_IL6_7_PATHWAY	47	19		
PID_ECADHERIN_KERATINOCYTE_PATHWAY	21	15		
PID_ALK1_PATHWAY	26		Rejected!	
PID_PDGFRB_PATHWAY	129	75		
PID_TRKR_PATHWAY	61	24		
PID_TCR_JNK_PATHWAY	14		Rejected!	
PID_NEPHRIN_NEPH1_PATHWAY	31		Rejected!	
PID_CMYB_PATHWAY	84	30		
PID_IL23_PATHWAY	37		Rejected!	
PID_HIV_NEF_PATHWAY	35		Rejected!	
PID_SYNDECAN_1_PATHWAY	46	21		
PID_P38_MK2_PATHWAY	21		Rejected!	
PID_ERA_GENOMIC_PATHWAY	63	21		
PID_ERBB_NETWORK_PATHWAY	15		Rejected!	
PID_ALK2_PATHWAY	11		Rejected!	
PID_RHODOPSIN_PATHWAY	23		Rejected!	
PID_PDGFRA_PATHWAY	22		Rejected!	
PID_RETINOIC_ACID_PATHWAY	30		Rejected!	
PID_P38_GAMMA_DELTA_PATHWAY	11		Rejected!	
PID_IL8_CXCR2_PATHWAY	34		Rejected!	
PID_HEDGEHOG_2PATHWAY	22		Rejected!	
PID_INTEGRIN5_PATHWAY	17		Rejected!	
PID_AR_NONGENOMIC_PATHWAY	31	18		
PID_ERBB1_INTERNALIZATION_PATHWAY	41	18		
PID_HEDGEHOG_GLI_PATHWAY	48	18		
PID_CASPASE_PATHWAY	51	27		
PID_CXCR3_PATHWAY	43	19		
PID_BETA_CATENIN_NUC_PATHWAY	80	22		
PID_VEGFR1_PATHWAY	26		Rejected!	
PID_SMAD2_3PATHWAY	16		Rejected!	
PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY	38		Rejected!	
PID_KIT_PATHWAY	52	16		
PID_ECADHERIN_STABILIZATION_PATHWAY	41	30		
PID_EPO_PATHWAY	33	15		
PID_IL2_STAT5_PATHWAY	30		Rejected!	
PID_TCR_CALCIUM_PATHWAY	28		Rejected!	
PID_DELTA_NP63_PATHWAY	47		Rejected!	
PID_VEGFR1_2_PATHWAY	69	39		
PID_THROMBIN_PAR1_PATHWAY	43	25		
PID_A6B1_A6B4_INTEGRIN_PATHWAY	46	25		
PID_SYNDECAN_2_PATHWAY	33	23		
PID_RAC1_REG_PATHWAY	38	17		
PID_AURORA_A_PATHWAY	31		Rejected!	
PID_ARF_3PATHWAY	19		Rejected!	
PID_INSULIN_GLUCOSE_PATHWAY	26		Rejected!	
PID_PI3KCI_AKT_PATHWAY	35	18		
PID_SYNDECAN_3_PATHWAY	17		Rejected!	
PID_IL8_CXCR1_PATHWAY	28		Rejected!	
PID_MYC_REPRESS_PATHWAY	63	20		
PID_HIF1_TFPATHWAY	66	29		
PID_TAP63_PATHWAY	54	18		
PID_EPHRINB_REV_PATHWAY	30		Rejected!	
PID_BARD1_PATHWAY	29		Rejected!	
PID_P53_REGULATION_PATHWAY	59	21		
PID_TOLL_ENDOGENOUS_PATHWAY	24		Rejected!	
PID_NCADHERIN_PATHWAY	33	17		
PID_ANTHRAX_PATHWAY	18		Rejected!	
PID_S1P_S1P2_PATHWAY	24		Rejected!	
PID_RAS_PATHWAY	30		Rejected!	
PID_MAPK_TRK_PATHWAY	34		Rejected!	
PID_PI3K_PLC_TRK_PATHWAY	36	16		
PID_CD8_TCR_DOWNSTREAM_PATHWAY	65		Rejected!	
PID_EPHA2_FWD_PATHWAY	19		Rejected!	
PID_LYMPH_ANGIOGENESIS_PATHWAY	25	17		
PID_ALPHA_SYNUCLEIN_PATHWAY	32	17		
PID_FGF_PATHWAY	55		Rejected!	
PID_INTEGRIN_A4B1_PATHWAY	33	23		
PID_RAC1_PATHWAY	54	29		
PID_RB_1PATHWAY	65		Rejected!	
PID_FAK_PATHWAY	59	31		
PID_HNF3A_PATHWAY	44		Rejected!	
PID_TGFBR_PATHWAY	54	20		
PID_HES_HEY_PATHWAY	48		Rejected!	
PID_IL12_STAT4_PATHWAY	32		Rejected!	
SA_B_CELL_RECEPTOR_COMPLEXES	24		Rejected!	
SIG_CD40PATHWAYMAP	34		Rejected!	
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	67	29		
SA_CASPASE_CASCADE	19		Rejected!	
SIG_CHEMOTAXIS	45	21		
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	27		Rejected!	
WNT_SIGNALING	89	16		
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	35	20		
SA_FAS_SIGNALING	9		Rejected!	
SA_G1_AND_S_PHASES	15		Rejected!	
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	51	27		
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	36		Rejected!	
SIG_BCR_SIGNALING_PATHWAY	46	20		
SA_G2_AND_M_PHASES	8		Rejected!	
SA_MMP_CYTOKINE_CONNECTION	15		Rejected!	
SA_PROGRAMMED_CELL_DEATH	12		Rejected!	
SA_PTEN_PATHWAY	17		Rejected!	
SA_REG_CASCADE_OF_CYCLIN_EXPR	13		Rejected!	
SA_TRKA_RECEPTOR	17		Rejected!	
NABA_COLLAGENS	44	16		
NABA_ECM_GLYCOPROTEINS	196	52		
NABA_ECM_REGULATORS	238	60		
NABA_ECM_AFFILIATED	170	32		
NABA_PROTEOGLYCANS	35		Rejected!	
NABA_SECRETED_FACTORS	343	17		
NABA_CORE_MATRISOME	275	79		
NABA_MATRISOME_ASSOCIATED	751	109		
NABA_BASEMENT_MEMBRANES	40	19		
NABA_MATRISOME	1026	188		
REACTOME_INTERLEUKIN_6_SIGNALING	11		Rejected!	
REACTOME_HEMOSTASIS	678	245		
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	53	22		
REACTOME_MAPK3_ERK1_ACTIVATION	10		Rejected!	
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE	39	20		
REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX	30	15		
REACTOME_TRANSLESION_SYNTHESIS_BY_POLH	19		Rejected!	
REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE	56		Rejected!	
REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1	9		Rejected!	
REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR	8		Rejected!	
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	25		Rejected!	
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA_	15		Rejected!	
REACTOME_ACTIVATION_OF_NOXA_AND_TRANSLOCATION_TO_MITOCHONDRIA	5		Rejected!	
REACTOME_BH3_ONLY_PROTEINS_ASSOCIATE_WITH_AND_INACTIVATE_ANTI_APOPTOTIC_BCL_2_MEMBERS	9		Rejected!	
REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA	5		Rejected!	
REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE	6		Rejected!	
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE	13		Rejected!	
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	38	27		
REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE	8		Rejected!	
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE	18		Rejected!	
REACTOME_OPIOID_SIGNALLING	90	28		
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	20		Rejected!	
REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB	10		Rejected!	
REACTOME_CA_DEPENDENT_EVENTS	37		Rejected!	
REACTOME_G_PROTEIN_MEDIATED_EVENTS	54	20		
REACTOME_ELECTRIC_TRANSMISSION_ACROSS_GAP_JUNCTIONS	5		Rejected!	
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING	11		Rejected!	
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	51		Rejected!	
REACTOME_NEUROTRANSMITTER_CLEARANCE	10		Rejected!	
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	205	49		
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	60		
REACTOME_NEURONAL_SYSTEM	410	76		
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	58	28		
REACTOME_IRS_MEDIATED_SIGNALLING	48		Rejected!	
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION	23		Rejected!	
REACTOME_MAPK1_ERK2_ACTIVATION	9		Rejected!	
REACTOME_SOS_MEDIATED_SIGNALLING	7		Rejected!	
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX	33		Rejected!	
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	13		Rejected!	
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	9		Rejected!	
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	22		Rejected!	
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	30		Rejected!	
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	27		Rejected!	
REACTOME_DISINHIBITION_OF_SNARE_FORMATION	5		Rejected!	
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	35	17		
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR_	81	53		
REACTOME_ACTIVATION_OF_RAS_IN_B_CELLS	5		Rejected!	
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	82	55		
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	15		Rejected!	
REACTOME_SIGNALING_BY_NODAL	20		Rejected!	
REACTOME_FERTILIZATION	26		Rejected!	
REACTOME_MEIOTIC_SYNAPSIS	79	18		
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES	36	18		
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	63	21		
REACTOME_SIGNALING_BY_ERBB2	50	21		
REACTOME_SIGNALING_BY_ERBB2_IN_CANCER	26		Rejected!	
REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR	11		Rejected!	
REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA	75	47		
REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS	19		Rejected!	
REACTOME_SIGNALING_BY_ERBB4	58		Rejected!	
REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES_	8		Rejected!	
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	99	72		
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	11		Rejected!	
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES_	50	44		
REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN	13		Rejected!	
REACTOME_METHIONINE_SALVAGE_PATHWAY	6		Rejected!	
REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE	9		Rejected!	
REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING	22		Rejected!	
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	10		Rejected!	
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING	14		Rejected!	
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	32		Rejected!	
REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING	9		Rejected!	
REACTOME_INTERLEUKIN_7_SIGNALING	36		Rejected!	
REACTOME_DEVELOPMENTAL_BIOLOGY	1131	338		
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	65	42		
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	884	307		
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	818	273		
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	16		Rejected!	
REACTOME_CA2_ACTIVATED_K_CHANNELS	9		Rejected!	
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	35		Rejected!	
REACTOME_POTASSIUM_CHANNELS	103		Rejected!	
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	43		Rejected!	
REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS	12		Rejected!	
REACTOME_SPERM_MOTILITY_AND_TAXES	9		Rejected!	
REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING	6		Rejected!	
REACTOME_GRB7_EVENTS_IN_ERBB2_SIGNALING	5		Rejected!	
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	13		Rejected!	
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX	19		Rejected!	
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1	16		Rejected!	
REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS	13		Rejected!	
REACTOME_RORA_ACTIVATES_GENE_EXPRESSION	18		Rejected!	
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION	27		Rejected!	
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	18		Rejected!	
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS	16		Rejected!	
REACTOME_ACTIVATION_OF_PUMA_AND_TRANSLOCATION_TO_MITOCHONDRIA	9		Rejected!	
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	13		Rejected!	
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND	16		Rejected!	
REACTOME_EXTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION	5		Rejected!	
REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION	23		Rejected!	
REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION	22		Rejected!	
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE_	39	22		
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	21		Rejected!	
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	175	119		
REACTOME_SIGNALING_BY_SCF_KIT	43	19		
REACTOME_REGULATION_OF_KIT_SIGNALING	16		Rejected!	
REACTOME_REGULATION_OF_SIGNALING_BY_NODAL	11		Rejected!	
REACTOME_COLLAGEN_DEGRADATION	64	21		
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE	72	40		
REACTOME_BETA_DEFENSINS	42		Rejected!	
REACTOME_DEFENSINS	52		Rejected!	
REACTOME_ALPHA_DEFENSINS	10		Rejected!	
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	10		Rejected!	
REACTOME_REPRODUCTION	145	32		
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	140	50		
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	301	123		
REACTOME_COLLAGEN_FORMATION	90	36		
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	12		Rejected!	
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	27		Rejected!	
REACTOME_ACYL_CHAIN_REMODELING_OF_CL	6		Rejected!	
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	22		Rejected!	
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	29		Rejected!	
REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG	7		Rejected!	
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	17		Rejected!	
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	18		Rejected!	
REACTOME_HYDROLYSIS_OF_LPC	9		Rejected!	
REACTOME_SYNTHESIS_OF_PG	8		Rejected!	
REACTOME_SYNTHESIS_OF_PA	39		Rejected!	
REACTOME_SYNTHESIS_OF_PC	28		Rejected!	
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	128	36		
REACTOME_SYNTHESIS_OF_PE	13		Rejected!	
REACTOME_SYNTHESIS_OF_PI	5		Rejected!	
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_ER_MEMBRANE	5		Rejected!	
REACTOME_INOSITOL_PHOSPHATE_METABOLISM	48		Rejected!	
REACTOME_PI_METABOLISM	84	25		
REACTOME_PHOSPHOLIPID_METABOLISM	211	60		
REACTOME_DAG_AND_IP3_SIGNALING	41		Rejected!	
REACTOME_MEIOSIS	119	29		
REACTOME_CELL_CELL_COMMUNICATION	130	44		
REACTOME_SIGNALING_BY_ACTIVIN	13		Rejected!	
REACTOME_G0_AND_EARLY_G1	27		Rejected!	
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS	109	66		
REACTOME_METHYLATION	14		Rejected!	
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	24		Rejected!	
REACTOME_AMINO_ACID_CONJUGATION	9		Rejected!	
REACTOME_GLUCURONIDATION	25		Rejected!	
REACTOME_GLUTATHIONE_CONJUGATION	36	23		
REACTOME_ELASTIC_FIBRE_FORMATION	45	19		
