NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
KEGG_OLFACTORY_TRANSDUCTION	389		Rejected!	
KEGG_TASTE_TRANSDUCTION	52		Rejected!	
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	213	115		
KEGG_INSULIN_SIGNALING_PATHWAY	137	84		
KEGG_GNRH_SIGNALING_PATHWAY	101	36		
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	85	35		
KEGG_MELANOGENESIS	101	24		
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	67	36		
KEGG_TYPE_II_DIABETES_MELLITUS	47	21		
KEGG_TYPE_I_DIABETES_MELLITUS	43	18		
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	25		Rejected!	
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	42	20		
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	44	23		
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	23	15		
KEGG_ALZHEIMERS_DISEASE	166	107		
KEGG_PARKINSONS_DISEASE	130	90		
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	53	26		
KEGG_HUNTINGTONS_DISEASE	182	118		
KEGG_PRION_DISEASES	35	20		
KEGG_VIBRIO_CHOLERAE_INFECTION	54	29		
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	68	40		
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	56	43		
KEGG_LEISHMANIA_INFECTION	72	39		
KEGG_PATHWAYS_IN_CANCER	325	130		
KEGG_COLORECTAL_CANCER	62	29		
KEGG_RENAL_CELL_CARCINOMA	70	34		
KEGG_PANCREATIC_CANCER	70	39		
KEGG_ENDOMETRIAL_CANCER	52	28		
KEGG_GLIOMA	65	31		
KEGG_PROSTATE_CANCER	89	37		
KEGG_THYROID_CANCER	29		Rejected!	
KEGG_BASAL_CELL_CARCINOMA	55		Rejected!	
KEGG_MELANOMA	71	24		
KEGG_BLADDER_CANCER	42	19		
KEGG_CHRONIC_MYELOID_LEUKEMIA	73	40		
KEGG_ACUTE_MYELOID_LEUKEMIA	57	31		
KEGG_SMALL_CELL_LUNG_CANCER	84	47		
KEGG_NON_SMALL_CELL_LUNG_CANCER	54	32		
KEGG_ASTHMA	30		Rejected!	
KEGG_AUTOIMMUNE_THYROID_DISEASE	52	17		
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	139	40		
KEGG_ALLOGRAFT_REJECTION	37	16		
KEGG_GRAFT_VERSUS_HOST_DISEASE	41	16		
KEGG_PRIMARY_IMMUNODEFICIENCY	35		Rejected!	
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	83	31		
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	74	34		
KEGG_DILATED_CARDIOMYOPATHY	90	27		
KEGG_VIRAL_MYOCARDITIS	70	37		
PID_FANCONI_PATHWAY	47		Rejected!	
PID_SMAD2_3NUCLEAR_PATHWAY	82	30		
PID_FCER1_PATHWAY	60	36		
PID_ENDOTHELIN_PATHWAY	63	28		
PID_BCR_5PATHWAY	63	39		
PID_PRL_SIGNALING_EVENTS_PATHWAY	23	15		
PID_RHOA_PATHWAY	45	22		
PID_ERBB4_PATHWAY	38	17		
PID_AURORA_B_PATHWAY	39	24		
PID_LYSOPHOSPHOLIPID_PATHWAY	65	33		
PID_INSULIN_PATHWAY	44	33		
PID_NOTCH_PATHWAY	59	24		
PID_INTEGRIN1_PATHWAY	66	48		
PID_P73PATHWAY	79	38		
PID_P38_MKK3_6PATHWAY	26		Rejected!	
PID_GMCSF_PATHWAY	36	22		
PID_WNT_NONCANONICAL_PATHWAY	32	16		
PID_NFKAPPAB_ATYPICAL_PATHWAY	17		Rejected!	
PID_IL4_2PATHWAY	64	27		
PID_HDAC_CLASSII_PATHWAY	34	18		
PID_BETA_CATENIN_DEG_PATHWAY	18		Rejected!	
PID_HDAC_CLASSIII_PATHWAY	26		Rejected!	
PID_GLYPICAN_1PATHWAY	27		Rejected!	
PID_TCR_PATHWAY	63	37		
PID_IL27_PATHWAY	26		Rejected!	
PID_NFKAPPAB_CANONICAL_PATHWAY	23	15		
PID_E2F_PATHWAY	73	30		
PID_ER_NONGENOMIC_PATHWAY	40	28		
PID_DNA_PK_PATHWAY	16		Rejected!	
PID_HIF2PATHWAY	34		Rejected!	
PID_CD40_PATHWAY	31		Rejected!	
PID_ATR_PATHWAY	39	18		
PID_INTEGRIN_CS_PATHWAY	26	16		
PID_MET_PATHWAY	79	60		
PID_PTP1B_PATHWAY	51	28		
PID_INTEGRIN3_PATHWAY	43	29		
PID_IL12_2PATHWAY	62	21		
PID_S1P_S1P3_PATHWAY	29	16		
PID_LPA4_PATHWAY	15		Rejected!	
PID_AR_PATHWAY	61	35		
PID_NFAT_TFPATHWAY	45		Rejected!	
PID_EPHB_FWD_PATHWAY	40	28		
PID_AVB3_OPN_PATHWAY	31	21		
PID_S1P_S1P4_PATHWAY	14		Rejected!	
PID_FRA_PATHWAY	37		Rejected!	
PID_MYC_ACTIV_PATHWAY	79	50		
PID_ARF6_TRAFFICKING_PATHWAY	49	32		
PID_RHOA_REG_PATHWAY	46	26		
PID_REELIN_PATHWAY	28	18		
PID_PS1_PATHWAY	46	16		
PID_ILK_PATHWAY	45	36		
PID_NECTIN_PATHWAY	30	23		
PID_P38_ALPHA_BETA_PATHWAY	30	18		
PID_WNT_SIGNALING_PATHWAY	28		Rejected!	
PID_TRAIL_PATHWAY	28	18		
PID_CDC42_PATHWAY	70	50		
PID_RET_PATHWAY	39	25		
PID_CDC42_REG_PATHWAY	30	19		
PID_ATM_PATHWAY	34	17		
PID_ARF6_PATHWAY	35	18		
PID_LKB1_PATHWAY	47	29		
PID_CD8_TCR_PATHWAY	52	28		
PID_WNT_CANONICAL_PATHWAY	20		Rejected!	
PID_TCPTP_PATHWAY	42	27		
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	49	31		
PID_FAS_PATHWAY	38	26		
PID_CIRCADIAN_PATHWAY	16		Rejected!	
PID_TXA2PATHWAY	56	32		
PID_SHP2_PATHWAY	57	26		
PID_HDAC_CLASSI_PATHWAY	66	35		
PID_S1P_S1P1_PATHWAY	21		Rejected!	
PID_TELOMERASE_PATHWAY	67	34		
PID_HNF3B_PATHWAY	45	27		
PID_NETRIN_PATHWAY	32	22		
PID_IL1_PATHWAY	34	23		
PID_NFAT_3PATHWAY	53	33		
PID_REG_GR_PATHWAY	82	36		
PID_CONE_PATHWAY	23		Rejected!	
PID_INTEGRIN_A9B1_PATHWAY	25		Rejected!	
PID_ERB_GENOMIC_PATHWAY	15		Rejected!	
PID_ARF6_DOWNSTREAM_PATHWAY	15		Rejected!	
PID_MTOR_4PATHWAY	69	52		
PID_IL2_1PATHWAY	55	32		
PID_CXCR4_PATHWAY	100	69		
PID_IGF1_PATHWAY	29	24		
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	35	29		
PID_TNF_PATHWAY	46	31		
PID_PLK1_PATHWAY	46	16		
PID_TCR_RAS_PATHWAY	14		Rejected!	
PID_IL5_PATHWAY	14		Rejected!	
PID_FOXO_PATHWAY	49	24		
PID_VEGF_VEGFR_PATHWAY	10		Rejected!	
PID_THROMBIN_PAR4_PATHWAY	15		Rejected!	
PID_MYC_PATHWAY	25		Rejected!	
PID_RANBP2_PATHWAY	11		Rejected!	
PID_PI3KCI_PATHWAY	48	27		
PID_AJDISS_2PATHWAY	48	28		
PID_IL2_PI3K_PATHWAY	34	18		
PID_CERAMIDE_PATHWAY	44	30		
PID_P53_DOWNSTREAM_PATHWAY	137	64		
PID_AR_TF_PATHWAY	53	22		
PID_P75_NTR_PATHWAY	68	38		
PID_S1P_META_PATHWAY	21		Rejected!	
PID_ECADHERIN_NASCENT_AJ_PATHWAY	39	32		
PID_INTEGRIN4_PATHWAY	11		Rejected!	
PID_AMB2_NEUTROPHILS_PATHWAY	41	21		
PID_AVB3_INTEGRIN_PATHWAY	74	48		
PID_IFNG_PATHWAY	40	23		
PID_RXR_VDR_PATHWAY	26		Rejected!	
PID_LIS1_PATHWAY	28	18		
PID_ERBB1_DOWNSTREAM_PATHWAY	105	71		
PID_SYNDECAN_4_PATHWAY	32	21		
PID_ATF2_PATHWAY	59	18		
PID_AP1_PATHWAY	70	20		
PID_INTEGRIN2_PATHWAY	29	19		
PID_UPA_UPAR_PATHWAY	42	29		
PID_ERBB2_ERBB3_PATHWAY	44	29		
PID_FOXM1_PATHWAY	40		Rejected!	
PID_EPHA_FWDPATHWAY	34	15		
PID_HIF1A_PATHWAY	19		Rejected!	
PID_BMP_PATHWAY	42		Rejected!	
PID_IL3_PATHWAY	26		Rejected!	
PID_IL6_7_PATHWAY	47	26		
PID_ECADHERIN_KERATINOCYTE_PATHWAY	21	17		
PID_ALK1_PATHWAY	26		Rejected!	
PID_PDGFRB_PATHWAY	129	94		
PID_TRKR_PATHWAY	61	33		
PID_TCR_JNK_PATHWAY	14		Rejected!	
PID_NEPHRIN_NEPH1_PATHWAY	31	18		
PID_CMYB_PATHWAY	84	38		
PID_IL23_PATHWAY	37		Rejected!	
PID_HIV_NEF_PATHWAY	35	18		
PID_SYNDECAN_1_PATHWAY	46	26		
PID_P38_MK2_PATHWAY	21	16		
PID_ERA_GENOMIC_PATHWAY	63	31		
PID_ERBB_NETWORK_PATHWAY	15		Rejected!	
PID_ALK2_PATHWAY	11		Rejected!	
PID_RHODOPSIN_PATHWAY	23		Rejected!	
PID_PDGFRA_PATHWAY	22		Rejected!	
PID_RETINOIC_ACID_PATHWAY	30	18		
PID_P38_GAMMA_DELTA_PATHWAY	11		Rejected!	
PID_IL8_CXCR2_PATHWAY	34	24		
PID_HEDGEHOG_2PATHWAY	22		Rejected!	
PID_INTEGRIN5_PATHWAY	17		Rejected!	
PID_AR_NONGENOMIC_PATHWAY	31	25		
PID_ERBB1_INTERNALIZATION_PATHWAY	41	28		
PID_HEDGEHOG_GLI_PATHWAY	48	27		
PID_CASPASE_PATHWAY	51	36		
PID_CXCR3_PATHWAY	43	30		
PID_BETA_CATENIN_NUC_PATHWAY	80	30		
PID_VEGFR1_PATHWAY	26	19		
PID_SMAD2_3PATHWAY	16		Rejected!	
PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY	38	16		
PID_KIT_PATHWAY	52	23		
PID_ECADHERIN_STABILIZATION_PATHWAY	41	31		
PID_EPO_PATHWAY	33	21		
PID_IL2_STAT5_PATHWAY	30		Rejected!	
PID_TCR_CALCIUM_PATHWAY	28		Rejected!	
PID_DELTA_NP63_PATHWAY	47	21		
PID_VEGFR1_2_PATHWAY	69	55		
PID_THROMBIN_PAR1_PATHWAY	43	32		
PID_A6B1_A6B4_INTEGRIN_PATHWAY	46	34		
PID_SYNDECAN_2_PATHWAY	33	23		
PID_RAC1_REG_PATHWAY	38	26		
PID_AURORA_A_PATHWAY	31	16		
PID_ARF_3PATHWAY	19		Rejected!	
PID_INSULIN_GLUCOSE_PATHWAY	26	19		
PID_PI3KCI_AKT_PATHWAY	35	27		
PID_SYNDECAN_3_PATHWAY	17		Rejected!	
PID_IL8_CXCR1_PATHWAY	28	19		
PID_MYC_REPRESS_PATHWAY	63	32		
PID_HIF1_TFPATHWAY	66	37		
PID_TAP63_PATHWAY	54	26		
PID_EPHRINB_REV_PATHWAY	30	18		
PID_BARD1_PATHWAY	29		Rejected!	
PID_P53_REGULATION_PATHWAY	59	30		
PID_TOLL_ENDOGENOUS_PATHWAY	24	15		
PID_NCADHERIN_PATHWAY	33	21		
PID_ANTHRAX_PATHWAY	18		Rejected!	
PID_S1P_S1P2_PATHWAY	24	15		
PID_RAS_PATHWAY	30		Rejected!	
PID_MAPK_TRK_PATHWAY	34	16		
PID_PI3K_PLC_TRK_PATHWAY	36	23		
PID_CD8_TCR_DOWNSTREAM_PATHWAY	65	16		
PID_EPHA2_FWD_PATHWAY	19	16		
PID_LYMPH_ANGIOGENESIS_PATHWAY	25	21		
PID_ALPHA_SYNUCLEIN_PATHWAY	32	23		
PID_FGF_PATHWAY	55	26		
PID_INTEGRIN_A4B1_PATHWAY	33	28		
PID_RAC1_PATHWAY	54	38		
PID_RB_1PATHWAY	65	25		
PID_FAK_PATHWAY	59	45		
PID_HNF3A_PATHWAY	44	16		
PID_TGFBR_PATHWAY	54	33		
PID_HES_HEY_PATHWAY	48		Rejected!	
PID_IL12_STAT4_PATHWAY	32		Rejected!	
SA_B_CELL_RECEPTOR_COMPLEXES	24	15		
SIG_CD40PATHWAYMAP	34	15		
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	67	42		
SA_CASPASE_CASCADE	19		Rejected!	
SIG_CHEMOTAXIS	45	30		
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	27	18		
WNT_SIGNALING	89	18		
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	35	24		
SA_FAS_SIGNALING	9		Rejected!	
SA_G1_AND_S_PHASES	15		Rejected!	
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	51	40		
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	36	22		
SIG_BCR_SIGNALING_PATHWAY	46	33		
SA_G2_AND_M_PHASES	8		Rejected!	
SA_MMP_CYTOKINE_CONNECTION	15		Rejected!	
SA_PROGRAMMED_CELL_DEATH	12		Rejected!	
SA_PTEN_PATHWAY	17		Rejected!	
SA_REG_CASCADE_OF_CYCLIN_EXPR	13		Rejected!	
SA_TRKA_RECEPTOR	17		Rejected!	
NABA_COLLAGENS	44	16		
NABA_ECM_GLYCOPROTEINS	196	84		
NABA_ECM_REGULATORS	238	86		
NABA_ECM_AFFILIATED	170	46		
NABA_PROTEOGLYCANS	35		Rejected!	
NABA_SECRETED_FACTORS	343	29		
NABA_CORE_MATRISOME	275	111		
NABA_MATRISOME_ASSOCIATED	751	161		
NABA_BASEMENT_MEMBRANES	40	23		
NABA_MATRISOME	1026	272		
REACTOME_INTERLEUKIN_6_SIGNALING	11		Rejected!	
REACTOME_HEMOSTASIS	678	350		
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	53	35		
REACTOME_MAPK3_ERK1_ACTIVATION	10		Rejected!	
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE	39	24		
REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX	30	20		
REACTOME_TRANSLESION_SYNTHESIS_BY_POLH	19		Rejected!	
REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE	56		Rejected!	
REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1	9		Rejected!	
REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR	8		Rejected!	
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	25	22		
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA_	15		Rejected!	
REACTOME_ACTIVATION_OF_NOXA_AND_TRANSLOCATION_TO_MITOCHONDRIA	5		Rejected!	
REACTOME_BH3_ONLY_PROTEINS_ASSOCIATE_WITH_AND_INACTIVATE_ANTI_APOPTOTIC_BCL_2_MEMBERS	9		Rejected!	
REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA	5		Rejected!	
REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE	6		Rejected!	
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE	13		Rejected!	
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	38	30		
REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE	8		Rejected!	
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE	18	16		
REACTOME_OPIOID_SIGNALLING	90	40		
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	20		Rejected!	
REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB	10		Rejected!	
REACTOME_CA_DEPENDENT_EVENTS	37		Rejected!	
REACTOME_G_PROTEIN_MEDIATED_EVENTS	54	24		
REACTOME_ELECTRIC_TRANSMISSION_ACROSS_GAP_JUNCTIONS	5		Rejected!	
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING	11		Rejected!	
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	51	19		
REACTOME_NEUROTRANSMITTER_CLEARANCE	10		Rejected!	
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	205	70		
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	89		
REACTOME_NEURONAL_SYSTEM	410	105		
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	58	45		
REACTOME_IRS_MEDIATED_SIGNALLING	48	16		
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION	23		Rejected!	
REACTOME_MAPK1_ERK2_ACTIVATION	9		Rejected!	
REACTOME_SOS_MEDIATED_SIGNALLING	7		Rejected!	
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX	33	26		
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	13		Rejected!	
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	9		Rejected!	
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	22		Rejected!	
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	30	15		
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	27		Rejected!	
REACTOME_DISINHIBITION_OF_SNARE_FORMATION	5		Rejected!	
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	35	22		
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR_	81	65		
REACTOME_ACTIVATION_OF_RAS_IN_B_CELLS	5		Rejected!	
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	82	68		
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	15		Rejected!	
REACTOME_SIGNALING_BY_NODAL	20		Rejected!	
REACTOME_FERTILIZATION	26		Rejected!	
REACTOME_MEIOTIC_SYNAPSIS	79	18		
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES	36	21		
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	63	31		
REACTOME_SIGNALING_BY_ERBB2	50	28		
REACTOME_SIGNALING_BY_ERBB2_IN_CANCER	26		Rejected!	
REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR	11		Rejected!	
REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA	75	51		
REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS	19		Rejected!	
REACTOME_SIGNALING_BY_ERBB4	58	23		
REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES_	8		Rejected!	
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	99	81		
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	11		Rejected!	
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES_	50	45		
REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN	13		Rejected!	
REACTOME_METHIONINE_SALVAGE_PATHWAY	6		Rejected!	
REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE	9		Rejected!	
REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING	22		Rejected!	
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	10		Rejected!	
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING	14		Rejected!	
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	32		Rejected!	
REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING	9		Rejected!	
REACTOME_INTERLEUKIN_7_SIGNALING	36		Rejected!	
REACTOME_DEVELOPMENTAL_BIOLOGY	1131	434		
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	65	53		
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	884	390		
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	818	395		
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	16		Rejected!	
REACTOME_CA2_ACTIVATED_K_CHANNELS	9		Rejected!	
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	35		Rejected!	
REACTOME_POTASSIUM_CHANNELS	103		Rejected!	
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	43		Rejected!	
REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS	12		Rejected!	
REACTOME_SPERM_MOTILITY_AND_TAXES	9		Rejected!	
REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING	6		Rejected!	
REACTOME_GRB7_EVENTS_IN_ERBB2_SIGNALING	5		Rejected!	
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	13		Rejected!	
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX	19		Rejected!	
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1	16		Rejected!	
REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS	13		Rejected!	
REACTOME_RORA_ACTIVATES_GENE_EXPRESSION	18		Rejected!	
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION	27		Rejected!	
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	18		Rejected!	
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS	16		Rejected!	
REACTOME_ACTIVATION_OF_PUMA_AND_TRANSLOCATION_TO_MITOCHONDRIA	9		Rejected!	
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	13		Rejected!	
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND	16		Rejected!	
REACTOME_EXTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION	5		Rejected!	
REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION	23	18		
REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION	22	15		
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE_	39	27		
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	21		Rejected!	
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	175	140		
REACTOME_SIGNALING_BY_SCF_KIT	43	22		
REACTOME_REGULATION_OF_KIT_SIGNALING	16		Rejected!	
REACTOME_REGULATION_OF_SIGNALING_BY_NODAL	11		Rejected!	
REACTOME_COLLAGEN_DEGRADATION	64	29		
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE	72	58		
REACTOME_BETA_DEFENSINS	42		Rejected!	
REACTOME_DEFENSINS	52		Rejected!	
REACTOME_ALPHA_DEFENSINS	10		Rejected!	
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	10		Rejected!	
REACTOME_REPRODUCTION	145	31		
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	140	63		
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	301	152		
REACTOME_COLLAGEN_FORMATION	90	42		
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	12		Rejected!	
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	27		Rejected!	
REACTOME_ACYL_CHAIN_REMODELING_OF_CL	6		Rejected!	
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	22		Rejected!	
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	29		Rejected!	
REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG	7		Rejected!	
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	17		Rejected!	
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	18		Rejected!	
REACTOME_HYDROLYSIS_OF_LPC	9		Rejected!	
REACTOME_SYNTHESIS_OF_PG	8		Rejected!	
REACTOME_SYNTHESIS_OF_PA	39	17		
REACTOME_SYNTHESIS_OF_PC	28	16		
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	128	63		
REACTOME_SYNTHESIS_OF_PE	13		Rejected!	
REACTOME_SYNTHESIS_OF_PI	5		Rejected!	
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_ER_MEMBRANE	5		Rejected!	
REACTOME_INOSITOL_PHOSPHATE_METABOLISM	48	19		
REACTOME_PI_METABOLISM	84	43		
REACTOME_PHOSPHOLIPID_METABOLISM	211	105		
REACTOME_DAG_AND_IP3_SIGNALING	41	17		
REACTOME_MEIOSIS	119	29		
REACTOME_CELL_CELL_COMMUNICATION	130	65		
REACTOME_SIGNALING_BY_ACTIVIN	13		Rejected!	
REACTOME_G0_AND_EARLY_G1	27		Rejected!	
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS	109	72		
REACTOME_METHYLATION	14		Rejected!	
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	24		Rejected!	
REACTOME_AMINO_ACID_CONJUGATION	9		Rejected!	
REACTOME_GLUCURONIDATION	25		Rejected!	
REACTOME_GLUTATHIONE_CONJUGATION	36	24		
REACTOME_ELASTIC_FIBRE_FORMATION	45	27		
REACTOME_FIBRONECTIN_MATRIX_FORMATION	6		Rejected!	
REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS	16		Rejected!	
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	94	82		
REACTOME_SIGNALING_BY_NOTCH	247	93		
REACTOME_TELOMERE_MAINTENANCE	113	38		
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	51	25		
REACTOME_METABOLISM_OF_NUCLEOTIDES	99	79		
REACTOME_MITOCHONDRIAL_BIOGENESIS	94	62		
REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA	36	32		
REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS	43	39		
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	33		Rejected!	
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	16		Rejected!	
REACTOME_REMOVAL_OF_AMINOTERMINAL_PROPEPTIDES_FROM_GAMMA_CARBOXYLATED_PROTEINS	10		Rejected!	
