NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_INTERFERON_SIGNALING	REACTOME_INTERFERON_SIGNALING		120	-0.24082716	-0.8557338	0.6032864	1.0	1.0	1000	tags=27%, list=16%, signal=31%	
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM	REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM		24	-0.33086792	-0.8545175	0.587822	1.0	1.0	691	tags=46%, list=11%, signal=51%	
REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION	REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION		21	-0.31834164	-0.8521071	0.6130435	1.0	1.0	1458	tags=48%, list=23%, signal=62%	
BIOCARTA_AGR_PATHWAY	BIOCARTA_AGR_PATHWAY		19	-0.301226	-0.8508746	0.59388644	1.0	1.0	550	tags=32%, list=9%, signal=34%	
WP_NEURAL_CREST_DIFFERENTIATION	WP_NEURAL_CREST_DIFFERENTIATION		19	-0.28411216	-0.8491842	0.6828087	1.0	1.0	565	tags=26%, list=9%, signal=29%	
PID_RHOA_PATHWAY	PID_RHOA_PATHWAY		22	-0.2812801	-0.8485317	0.62658226	1.0	1.0	981	tags=36%, list=15%, signal=43%	
KEGG_TYPE_I_DIABETES_MELLITUS	KEGG_TYPE_I_DIABETES_MELLITUS		18	-0.34284407	-0.84836084	0.5980861	1.0	1.0	855	tags=39%, list=13%, signal=45%	
WP_TGFBETA_SIGNALING_PATHWAY	WP_TGFBETA_SIGNALING_PATHWAY		69	-0.23428488	-0.84562737	0.7	1.0	1.0	200	tags=14%, list=3%, signal=15%	
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING		16	-0.2956879	-0.8426294	0.66587114	1.0	1.0	711	tags=31%, list=11%, signal=35%	
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION_	REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION_		25	-0.3085134	-0.8418867	0.6050633	1.0	1.0	361	tags=20%, list=6%, signal=21%	
WP_VITAMIN_D_RECEPTOR_PATHWAY	WP_VITAMIN_D_RECEPTOR_PATHWAY		57	-0.22048333	-0.8415156	0.72126436	1.0	1.0	720	tags=28%, list=11%, signal=31%	
KEGG_LEISHMANIA_INFECTION	KEGG_LEISHMANIA_INFECTION		39	-0.28283116	-0.8387482	0.65217394	1.0	1.0	1439	tags=41%, list=23%, signal=53%	
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT		18	-0.34799683	-0.83642614	0.66260165	1.0	1.0	4169	tags=100%, list=65%, signal=287%	
KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE		22	-0.3142366	-0.83566934	0.6270718	1.0	1.0	844	tags=32%, list=13%, signal=37%	
REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION		34	-0.3221665	-0.8333308	0.61928934	1.0	1.0	1107	tags=35%, list=17%, signal=42%	
PID_AVB3_OPN_PATHWAY	PID_AVB3_OPN_PATHWAY		21	-0.2884822	-0.83202547	0.66587114	1.0	1.0	968	tags=38%, list=15%, signal=45%	
WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY	WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY		25	-0.28452185	-0.8303533	0.67291665	1.0	1.0	821	tags=32%, list=13%, signal=37%	
REACTOME_DEADENYLATION_OF_MRNA	REACTOME_DEADENYLATION_OF_MRNA		19	-0.3097109	-0.825859	0.6619718	1.0	1.0	4413	tags=100%, list=69%, signal=323%	
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION		52	-0.32569894	-0.82031405	0.65495867	1.0	1.0	4322	tags=100%, list=68%, signal=307%	
KEGG_SPLICEOSOME	KEGG_SPLICEOSOME		109	-0.31381983	-0.8189072	0.659919	1.0	1.0	4026	tags=98%, list=63%, signal=261%	
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON		115	-0.22597092	-0.8188894	0.62322277	1.0	1.0	440	tags=17%, list=7%, signal=17%	
BIOCARTA_RHO_PATHWAY	BIOCARTA_RHO_PATHWAY		15	-0.29127252	-0.81524706	0.6673774	1.0	1.0	297	tags=20%, list=5%, signal=21%	
PID_ARF6_TRAFFICKING_PATHWAY	PID_ARF6_TRAFFICKING_PATHWAY		32	-0.2514645	-0.8129552	0.6636364	1.0	1.0	91	tags=9%, list=1%, signal=9%	
WP_WNT_SIGNALING	WP_WNT_SIGNALING		29	-0.26664338	-0.8118522	0.7076167	1.0	1.0	1118	tags=38%, list=18%, signal=46%	
KEGG_BLADDER_CANCER	KEGG_BLADDER_CANCER		19	-0.2584268	-0.8074111	0.7331606	1.0	1.0	699	tags=26%, list=11%, signal=29%	
PID_CXCR4_PATHWAY	PID_CXCR4_PATHWAY		69	-0.22151996	-0.80646884	0.68038744	1.0	1.0	834	tags=23%, list=13%, signal=26%	
KEGG_PATHWAYS_IN_CANCER	KEGG_PATHWAYS_IN_CANCER		130	-0.19439413	-0.8062815	0.74234694	1.0	1.0	533	tags=18%, list=8%, signal=19%	
PID_AVB3_INTEGRIN_PATHWAY	PID_AVB3_INTEGRIN_PATHWAY		48	-0.2553101	-0.8031982	0.6416465	1.0	1.0	579	tags=25%, list=9%, signal=27%	
REACTOME_RHO_GTPASE_EFFECTORS	REACTOME_RHO_GTPASE_EFFECTORS		173	-0.20669314	-0.7915242	0.7108434	1.0	1.0	1118	tags=31%, list=18%, signal=37%	
KEGG_TGF_BETA_SIGNALING_PATHWAY	KEGG_TGF_BETA_SIGNALING_PATHWAY		25	-0.26308486	-0.78878707	0.6857143	1.0	1.0	300	tags=20%, list=5%, signal=21%	
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS	REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS		23	-0.2327116	-0.78871334	0.7690355	1.0	1.0	260	tags=22%, list=4%, signal=23%	
KEGG_ADHERENS_JUNCTION	KEGG_ADHERENS_JUNCTION		45	-0.22237067	-0.78868574	0.75164837	1.0	1.0	507	tags=18%, list=8%, signal=19%	
WP_NANOPARTICLEMEDIATED_ACTIVATION_OF_RECEPTOR_SIGNALING	WP_NANOPARTICLEMEDIATED_ACTIVATION_OF_RECEPTOR_SIGNALING		20	-0.2794095	-0.78716123	0.71030045	1.0	1.0	117	tags=15%, list=2%, signal=15%	
WP_TYROBP_CAUSAL_NETWORK	WP_TYROBP_CAUSAL_NETWORK		25	-0.3114929	-0.780101	0.6635294	1.0	1.0	178	tags=12%, list=3%, signal=12%	
WP_TYPE_II_INTERFERON_SIGNALING_IFNG	WP_TYPE_II_INTERFERON_SIGNALING_IFNG		15	-0.31202888	-0.77816206	0.6596244	1.0	1.0	4397	tags=100%, list=69%, signal=321%	
WP_NETRINUNC5B_SIGNALING_PATHWAY	WP_NETRINUNC5B_SIGNALING_PATHWAY		29	-0.23781379	-0.777888	0.7299578	1.0	1.0	117	tags=10%, list=2%, signal=10%	
WP_PI3KAKT_SIGNALING_PATHWAY	WP_PI3KAKT_SIGNALING_PATHWAY		130	-0.19409455	-0.7763618	0.80110496	1.0	1.0	986	tags=29%, list=15%, signal=34%	
REACTOME_NEUREXINS_AND_NEUROLIGINS	REACTOME_NEUREXINS_AND_NEUROLIGINS		15	-0.27469662	-0.77594066	0.73696685	1.0	1.0	623	tags=33%, list=10%, signal=37%	
WP_CILIOPATHIES	WP_CILIOPATHIES		20	-0.25263765	-0.7688443	0.74418604	1.0	1.0	714	tags=35%, list=11%, signal=39%	
WP_EBOLA_VIRUS_PATHWAY_ON_HOST	WP_EBOLA_VIRUS_PATHWAY_ON_HOST		93	-0.20483497	-0.7680066	0.77	1.0	1.0	767	tags=20%, list=12%, signal=23%	
PID_SMAD2_3NUCLEAR_PATHWAY	PID_SMAD2_3NUCLEAR_PATHWAY		30	-0.24431254	-0.76707095	0.73722625	1.0	1.0	734	tags=23%, list=11%, signal=26%	
WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER	WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER		55	-0.21600924	-0.7655793	0.8165829	1.0	1.0	734	tags=25%, list=11%, signal=29%	
WP_GASTRIC_CANCER_NETWORK_2	WP_GASTRIC_CANCER_NETWORK_2		16	-0.2821596	-0.7645974	0.73923445	1.0	1.0	55	tags=13%, list=1%, signal=13%	
REACTOME_INTEGRIN_SIGNALING	REACTOME_INTEGRIN_SIGNALING		22	-0.28203115	-0.7618707	0.6691542	1.0	1.0	4590	tags=100%, list=72%, signal=355%	
REACTOME_MUSCLE_CONTRACTION	REACTOME_MUSCLE_CONTRACTION		54	-0.23766722	-0.7617372	0.6905312	1.0	1.0	584	tags=28%, list=9%, signal=30%	
WP_MFAP5_EFFECT_ON_PERMEABILITY_AND_MOTILITY_OF_ENDOTHELIAL_CELLS_VIA_CYTOSKELETON_REARRANGEMENT	WP_MFAP5_EFFECT_ON_PERMEABILITY_AND_MOTILITY_OF_ENDOTHELIAL_CELLS_VIA_CYTOSKELETON_REARRANGEMENT		15	-0.2892138	-0.7554624	0.7021739	1.0	1.0	1058	tags=33%, list=17%, signal=40%	
PID_AP1_PATHWAY	PID_AP1_PATHWAY		20	-0.23177423	-0.75509435	0.81108314	1.0	1.0	822	tags=30%, list=13%, signal=34%	
REACTOME_FGFR2_ALTERNATIVE_SPLICING	REACTOME_FGFR2_ALTERNATIVE_SPLICING		21	-0.2986482	-0.75352675	0.6940452	1.0	1.0	4484	tags=100%, list=70%, signal=335%	
WP_REGULATION_OF_ACTIN_CYTOSKELETON	WP_REGULATION_OF_ACTIN_CYTOSKELETON		77	-0.20536387	-0.7487418	0.73846155	1.0	1.0	724	tags=22%, list=11%, signal=25%	
PID_ER_NONGENOMIC_PATHWAY	PID_ER_NONGENOMIC_PATHWAY		28	-0.23413913	-0.74476457	0.7619048	1.0	1.0	711	tags=21%, list=11%, signal=24%	
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION		43	-0.2309912	-0.7411527	0.7414188	1.0	1.0	561	tags=26%, list=9%, signal=28%	
PID_REELIN_PATHWAY	PID_REELIN_PATHWAY		18	-0.2443475	-0.7325168	0.81840795	1.0	1.0	593	tags=22%, list=9%, signal=24%	
PID_HEDGEHOG_GLI_PATHWAY	PID_HEDGEHOG_GLI_PATHWAY		27	-0.22894625	-0.72995853	0.80689657	1.0	1.0	1023	tags=33%, list=16%, signal=40%	
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL		43	-0.24376911	-0.72159415	0.76744187	1.0	1.0	248	tags=12%, list=4%, signal=12%	
REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE	REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE		23	-0.27829814	-0.7155088	0.72616136	1.0	1.0	3797	tags=96%, list=59%, signal=235%	
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	REACTOME_MRNA_SPLICING_MINOR_PATHWAY		39	-0.28611356	-0.7144698	0.7528958	1.0	1.0	4084	tags=97%, list=64%, signal=269%	
PID_CDC42_PATHWAY	PID_CDC42_PATHWAY		50	-0.21247512	-0.7139734	0.77446806	1.0	1.0	158	tags=10%, list=2%, signal=10%	
WP_INTEGRATED_CANCER_PATHWAY	WP_INTEGRATED_CANCER_PATHWAY		21	-0.22917321	-0.71350306	0.82063884	1.0	1.0	4926	tags=100%, list=77%, signal=437%	
WP_NCRNAS_INVOLVED_IN_WNT_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA	WP_NCRNAS_INVOLVED_IN_WNT_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA		15	-0.2831565	-0.71346635	0.7777778	1.0	1.0	1118	tags=40%, list=18%, signal=48%	
REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY	REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY		19	-0.25449932	-0.7129748	0.8081264	1.0	1.0	88	tags=11%, list=1%, signal=11%	
PID_BETA_CATENIN_NUC_PATHWAY	PID_BETA_CATENIN_NUC_PATHWAY		30	-0.2298127	-0.7118091	0.79706603	1.0	1.0	4924	tags=100%, list=77%, signal=435%	
WP_TUMOR_SUPPRESSOR_ACTIVITY_OF_SMARCB1	WP_TUMOR_SUPPRESSOR_ACTIVITY_OF_SMARCB1		19	-0.28041738	-0.70979744	0.7323601	1.0	1.0	920	tags=32%, list=14%, signal=37%	
WP_FOCAL_ADHESIONPI3KAKTMTORSIGNALING_PATHWAY	WP_FOCAL_ADHESIONPI3KAKTMTORSIGNALING_PATHWAY		133	-0.17723376	-0.7076762	0.88352275	1.0	1.0	533	tags=17%, list=8%, signal=18%	
REACTOME_HIV_TRANSCRIPTION_ELONGATION	REACTOME_HIV_TRANSCRIPTION_ELONGATION		34	-0.26518673	-0.7038703	0.72540045	1.0	1.0	4169	tags=97%, list=65%, signal=278%	
REACTOME_GLYCOLYSIS	REACTOME_GLYCOLYSIS		65	-0.19836245	-0.7008819	0.8087318	1.0	1.0	86	tags=9%, list=1%, signal=9%	
PID_TCR_PATHWAY	PID_TCR_PATHWAY		37	-0.21368146	-0.70028085	0.78414094	1.0	1.0	1021	tags=32%, list=16%, signal=38%	
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX	REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX		38	-0.25818282	-0.6983736	0.7476852	1.0	1.0	4209	tags=97%, list=66%, signal=284%	
PID_HDAC_CLASSII_PATHWAY	PID_HDAC_CLASSII_PATHWAY		18	-0.2336055	-0.6981779	0.8449074	1.0	1.0	711	tags=28%, list=11%, signal=31%	
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_		100	-0.21688576	-0.6933366	0.7735849	1.0	1.0	657	tags=22%, list=10%, signal=24%	
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES		253	-0.16712266	-0.69291866	0.8691358	1.0	1.0	533	tags=15%, list=8%, signal=15%	
KEGG_BASAL_TRANSCRIPTION_FACTORS	KEGG_BASAL_TRANSCRIPTION_FACTORS		17	-0.2818629	-0.6897017	0.7287234	1.0	1.0	1107	tags=41%, list=17%, signal=50%	
REACTOME_SIGNALING_BY_RHO_GTPASES	REACTOME_SIGNALING_BY_RHO_GTPASES		228	-0.1722455	-0.6880138	0.8442822	1.0	1.0	1000	tags=26%, list=16%, signal=30%	
PID_NETRIN_PATHWAY	PID_NETRIN_PATHWAY		22	-0.23171422	-0.6856092	0.8253275	1.0	1.0	346	tags=18%, list=5%, signal=19%	
REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1	REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1		20	-0.22002201	-0.683656	0.82564104	1.0	1.0	4984	tags=100%, list=78%, signal=455%	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES		41	-0.24653536	-0.68270713	0.7423168	1.0	1.0	4399	tags=98%, list=69%, signal=312%	
PID_FOXO_PATHWAY	PID_FOXO_PATHWAY		24	-0.23221344	-0.68014354	0.82857144	1.0	1.0	778	tags=25%, list=12%, signal=28%	
WP_ENDOPLASMIC_RETICULUM_STRESS_RESPONSE_IN_CORONAVIRUS_INFECTION	WP_ENDOPLASMIC_RETICULUM_STRESS_RESPONSE_IN_CORONAVIRUS_INFECTION		21	-0.22579546	-0.6789208	0.8410758	1.0	1.0	611	tags=24%, list=10%, signal=26%	
REACTOME_SIGNALING_BY_NOTCH1	REACTOME_SIGNALING_BY_NOTCH1		23	-0.21069182	-0.6774019	0.89910316	1.0	1.0	5044	tags=100%, list=79%, signal=475%	
PID_NOTCH_PATHWAY	PID_NOTCH_PATHWAY		24	-0.21072495	-0.67713845	0.8888889	1.0	1.0	5044	tags=100%, list=79%, signal=475%	
NABA_ECM_REGULATORS	NABA_ECM_REGULATORS		86	-0.2205825	-0.6769876	0.8090692	1.0	1.0	819	tags=27%, list=13%, signal=30%	
WP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	WP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY		50	-0.18808892	-0.6751299	0.8975501	1.0	1.0	734	tags=22%, list=11%, signal=25%	
PID_PLK1_PATHWAY	PID_PLK1_PATHWAY		16	-0.24234334	-0.66866153	0.86503065	1.0	1.0	4841	tags=100%, list=76%, signal=413%	
REACTOME_PARASITE_INFECTION	REACTOME_PARASITE_INFECTION		64	-0.22227134	-0.66849625	0.75510204	1.0	1.0	1423	tags=41%, list=22%, signal=52%	
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE		16	-0.23050143	-0.6677334	0.87058824	1.0	1.0	802	tags=31%, list=13%, signal=36%	
PID_RAC1_REG_PATHWAY	PID_RAC1_REG_PATHWAY		26	-0.21961202	-0.66566896	0.8447837	1.0	1.0	204	tags=12%, list=3%, signal=12%	
REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES	REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES		31	-0.21609376	-0.66181886	0.7599119	1.0	1.0	4339	tags=97%, list=68%, signal=301%	
REACTOME_MAP2K_AND_MAPK_ACTIVATION	REACTOME_MAP2K_AND_MAPK_ACTIVATION		30	-0.22977048	-0.66111386	0.81534773	1.0	1.0	297	tags=13%, list=5%, signal=14%	
WP_G1_TO_S_CELL_CYCLE_CONTROL	WP_G1_TO_S_CELL_CYCLE_CONTROL		24	-0.25132486	-0.65954196	0.75615764	1.0	1.0	4126	tags=96%, list=65%, signal=270%	
WNT_SIGNALING	WNT_SIGNALING		18	-0.24250087	-0.6591837	0.8255528	1.0	1.0	788	tags=33%, list=12%, signal=38%	
WP_TCELL_ANTIGEN_RECEPTOR_TCR_PATHWAY_DURING_STAPHYLOCOCCUS_AUREUS_INFECTION	WP_TCELL_ANTIGEN_RECEPTOR_TCR_PATHWAY_DURING_STAPHYLOCOCCUS_AUREUS_INFECTION		32	-0.20221135	-0.6582137	0.8906606	1.0	1.0	968	tags=28%, list=15%, signal=33%	
BIOCARTA_CASPASE_PATHWAY	BIOCARTA_CASPASE_PATHWAY		16	-0.23637506	-0.6573263	0.83404255	1.0	1.0	4879	tags=100%, list=76%, signal=423%	
WP_TYPE_I_COLLAGEN_SYNTHESIS_IN_THE_CONTEXT_OF_OSTEOGENESIS_IMPERFECTA	WP_TYPE_I_COLLAGEN_SYNTHESIS_IN_THE_CONTEXT_OF_OSTEOGENESIS_IMPERFECTA		18	-0.27413192	-0.64995074	0.8325123	1.0	1.0	937	tags=39%, list=15%, signal=45%	
PID_ECADHERIN_KERATINOCYTE_PATHWAY	PID_ECADHERIN_KERATINOCYTE_PATHWAY		17	-0.22431046	-0.6492132	0.8858921	1.0	1.0	249	tags=18%, list=4%, signal=18%	
REACTOME_SIGNAL_AMPLIFICATION	REACTOME_SIGNAL_AMPLIFICATION		16	-0.25228643	-0.644328	0.8362832	1.0	1.0	711	tags=25%, list=11%, signal=28%	
PID_EPHB_FWD_PATHWAY	PID_EPHB_FWD_PATHWAY		28	-0.20687483	-0.6438182	0.85287845	1.0	1.0	430	tags=18%, list=7%, signal=19%	
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL		87	-0.1797003	-0.64256847	0.89330024	1.0	1.0	1145	tags=33%, list=18%, signal=40%	
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS	REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS		32	-0.20822595	-0.63865	0.8382353	1.0	1.0	297	tags=13%, list=5%, signal=13%	
REACTOME_RMTS_METHYLATE_HISTONE_ARGININES	REACTOME_RMTS_METHYLATE_HISTONE_ARGININES		25	-0.22947468	-0.6386393	0.8160173	1.0	1.0	4925	tags=100%, list=77%, signal=436%	
REACTOME_MRNA_SPLICING	REACTOME_MRNA_SPLICING		163	-0.2408697	-0.6374098	0.76180696	1.0	1.0	4484	tags=98%, list=70%, signal=322%	
REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER	REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER		17	-0.21614827	-0.63631994	0.90107524	1.0	1.0	5008	tags=100%, list=78%, signal=463%	
PID_NECTIN_PATHWAY	PID_NECTIN_PATHWAY		23	-0.20439313	-0.63378054	0.87871855	1.0	1.0	134	tags=13%, list=2%, signal=13%	
PID_IL8_CXCR1_PATHWAY	PID_IL8_CXCR1_PATHWAY		19	-0.24052233	-0.6310958	0.8367816	1.0	1.0	711	tags=21%, list=11%, signal=24%	
REACTOME_HEMOSTASIS	REACTOME_HEMOSTASIS		350	-0.15868936	-0.62952524	0.8817734	1.0	1.0	770	tags=21%, list=12%, signal=22%	
PID_WNT_NONCANONICAL_PATHWAY	PID_WNT_NONCANONICAL_PATHWAY		16	-0.21390173	-0.6255446	0.90201	1.0	1.0	685	tags=25%, list=11%, signal=28%	
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION		165	-0.18458468	-0.6235746	0.8269231	1.0	1.0	657	tags=19%, list=10%, signal=21%	
REACTOME_FCGR_ACTIVATION	REACTOME_FCGR_ACTIVATION		24	-0.28041372	-0.6229535	0.8	1.0	1.0	3402	tags=96%, list=53%, signal=204%	
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION		43	-0.18148653	-0.6225318	0.8934783	1.0	1.0	440	tags=16%, list=7%, signal=17%	
WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION		43	-0.18148653	-0.6225317	0.8934783	1.0	1.0	440	tags=16%, list=7%, signal=17%	
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA		209	-0.22392185	-0.6210626	0.7647059	1.0	1.0	4488	tags=98%, list=70%, signal=318%	
KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_CELL_ADHESION_MOLECULES_CAMS		52	-0.1789355	-0.6206858	0.8947368	1.0	1.0	855	tags=29%, list=13%, signal=33%	
REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA	REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA		16	-0.2306076	-0.62037134	0.8631791	1.0	1.0	3416	tags=94%, list=54%, signal=201%	
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM		71	-0.22543706	-0.6203059	0.7621951	1.0	1.0	4323	tags=97%, list=68%, signal=298%	
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY	REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY		25	-0.23897694	-0.6142714	0.8134172	1.0	1.0	4169	tags=96%, list=65%, signal=276%	
REACTOME_LEISHMANIA_INFECTION	REACTOME_LEISHMANIA_INFECTION		113	-0.18141685	-0.61267716	0.84745765	1.0	1.0	711	tags=19%, list=11%, signal=21%	
WP_NOTCH_SIGNALING_PATHWAY_NETPATH	WP_NOTCH_SIGNALING_PATHWAY_NETPATH		24	-0.19566347	-0.6111638	0.93186814	1.0	1.0	88	tags=8%, list=1%, signal=8%	
WP_SIGNALING_OF_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR	WP_SIGNALING_OF_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR		25	-0.19891891	-0.6092919	0.8938053	1.0	1.0	346	tags=12%, list=5%, signal=13%	
PID_INTEGRIN2_PATHWAY	PID_INTEGRIN2_PATHWAY		19	-0.25864238	-0.6075091	0.8574879	1.0	1.0	4738	tags=100%, list=74%, signal=387%	
WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR	WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR		36	-0.22278242	-0.6054336	0.8561321	1.0	1.0	4970	tags=100%, list=78%, signal=449%	
WP_THE_INFLUENCE_OF_LAMINOPATHIES_ON_WNT_SIGNALING	WP_THE_INFLUENCE_OF_LAMINOPATHIES_ON_WNT_SIGNALING		17	-0.20248193	-0.60191506	0.94859815	1.0	1.0	5095	tags=100%, list=80%, signal=494%	
WP_MAPK_CASCADE	WP_MAPK_CASCADE		18	-0.21091785	-0.6010232	0.9014989	1.0	1.0	408	tags=17%, list=6%, signal=18%	
REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION	REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION		19	-0.20283301	-0.6008733	0.92	1.0	1.0	4068	tags=95%, list=64%, signal=260%	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES		17	-0.22902921	-0.59638435	0.89737993	1.0	1.0	4926	tags=100%, list=77%, signal=437%	
REACTOME_HIV_TRANSCRIPTION_INITIATION	REACTOME_HIV_TRANSCRIPTION_INITIATION		29	-0.22330447	-0.5884976	0.85459185	1.0	1.0	3797	tags=93%, list=59%, signal=229%	
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS	REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS		18	-0.23460914	-0.5867423	0.89311165	1.0	1.0	836	tags=28%, list=13%, signal=32%	
PID_AR_NONGENOMIC_PATHWAY	PID_AR_NONGENOMIC_PATHWAY		25	-0.18731669	-0.58558404	0.92070484	1.0	1.0	333	tags=12%, list=5%, signal=13%	
